PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,IC50 Modifier,IC50,IC50 Std Dev Modifier,IC50 Std Dev,IC50 Hill Slope,IC50 NormChi2,% Inhibition @ 100 uM,% Inhibition @ 50 uM,% Inhibition @ 25 uM,% Inhibition @ 12.5 uM,% Inhibition @ 6.25 uM,% Inhibition @ 3.13 uM,% Inhibition @ 1.56 uM,% Inhibition @ 0.78 uM,% Inhibition @ 0.39 uM,% Inhibition @ 0.19 uM,Primary Outcome,Primary Screen % Inhibition @ 25 uM,Pilot 10K Screen % Inhibition @ 25 uM Rep 1,Pilot 10K Screen % Inhibition @ 25 uM Rep 2,Verification
RESULT_TYPE,,,,,,,STRING,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,STRING
RESULT_UNIT,,,,,,,NONE,MICROMOLAR,NONE,NONE,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,NONE,PERCENT,PERCENT,PERCENT,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,
656,49647878,1784349,Active,65,,,,40.46,,1.9,3.48,4.22,97.62,67.9,13.4,13.11,1.7,0,0,0,0,0,Active,33.18,,,verified
657,49648785,1332923,Active,58,,,,57.96,,3.94,2.12,4.73,69.99,50.7,7.76,0,0,0,0,0,3.44,0,Active,29.93,,,verified
658,49649206,1269230,Active,63,,,,43.2,,1.38,1.93,2.15,81.66,58.91,24.68,8.97,0,0.67,4.76,1.36,0,0,Active,29.28,,,verified
659,49649207,1268997,Active,65,,,,38.23,,0.94,3.15,2.1,96.47,69.46,21.16,2.76,0,0,5.44,2.04,0,0,Active,37.7,,,verified
660,49649377,1252733,Active,64,,,,42.58,,4.97,2.48,9.01,70.4,74.03,12.65,0,0,0,0,0,0,0,Active,41.53,,,verified
661,49649398,759999,Active,52,,,,71.82,,4.58,2.72,5,73.59,22.39,12.65,8.41,2.07,3.52,4.28,0,4.73,2.06,Active,38.66,,,verified
662,49649417,1252782,Active,67,,,,33.1,,3.09,1.58,5.69,81.72,63.44,49.09,8.28,5.09,2.02,3.4,6.8,1.38,0,Active,56.42,,,verified
663,49649572,24748012,Active,41,,,>,100,,145.26,0.57,6.46,34.39,27.14,23.89,28.47,6.22,0,0,2.09,8.12,0,Active,35.12,,,verified
664,49649741,1326684,Active,71,,,,24.8,,2.71,2.43,8.38,77.06,95.35,47.46,14.49,8.49,0,4.76,0.68,0,0,Active,59.99,,,verified
665,49649782,24748032,Active,41,,,>,100,,63.61,0.71,9.75,30.35,49.33,34.08,17.53,0,0,0,0,0,0,Active,34.69,,,verified
666,49649783,24748033,Active,69,,,,29,,8.84,9.16,8.69,83.61,100,20.37,9.12,15.89,0,0,0,0,0,Active,43.29,,,verified
667,49664899,4893761,Active,77,,,,8.55,,0.97,4.91,10.25,89.91,82.11,87.83,88.57,15.89,14.09,7.13,5.58,4.06,0,Active,94.9,,,verified
668,49664903,1353958,Active,51,,,,74.41,,2.37,3.49,2.8,73.59,20.36,0,5.61,0,1.41,0,0,4.73,2.06,Active,29.93,,,verified
669,49664925,24761053,Active,73,,,,18.64,,1.1,2.15,4.22,100,97.35,59.31,30.5,12.57,4.71,0,0,0.69,3.46,Active,69.88,,,verified
670,49665186,1134805,Active,62,,,,46.63,,8.72,0.72,6.07,65.39,49.74,33.58,37.38,18.65,7.04,0,11.16,6.76,6.86,Active,28.8,,,verified
671,49665224,5757581,Active,41,,,>,100,,9585.92,0.37,15.38,0,33.25,47.07,11.22,6.22,0,0,1.4,0,0,Active,53.49,,,verified
672,49665287,3146990,Active,41,,,>,100,,3111.8,0.34,7.37,17.58,29.86,31.62,9.12,14.51,7.04,5.7,4.88,0,10.29,Active,28.99,,,verified
673,49665394,1717930,Active,41,,,>,100,,22.1,0.81,3.93,46.43,31.21,23.19,15.43,9.67,0,0,0,5.41,8.23,Active,47.82,,,verified
674,49665412,1097059,Active,72,,,,22.29,,0.32,3.07,1.23,99.25,91.74,59.23,13.32,4.84,0,0,0,0,1.37,Active,83.32,,,verified
675,49665415,696240,Active,67,,,,35.15,,5.01,1.26,7.55,79.39,67.31,24.59,34.43,6.91,6.34,0,0,2.71,0,Active,68.34,,,verified
676,49665526,5759619,Active,52,,,,72.47,,10.47,1.6,7.73,54.05,51.77,4.22,2.1,0,0,0,0,0,0,Active,50.07,,,verified
677,49665550,1722667,Active,41,,,>,100,,19.1,1.01,5.39,43.7,39.15,26.84,3.51,0,0,0,0.7,2.71,2.06,Active,63.58,,,verified
678,49665677,3139226,Active,70,,,,25.66,,2.37,2.93,7.84,100,100,37.31,23.14,8.98,0,0,0,0,3.43,Active,42.98,,,verified
679,49666270,135441013,Active,64,,,,42.73,,0.97,3.25,2.01,89.35,64.6,13.35,0,0,0,0,0,0,0,Active,34.26,,,verified
680,49667106,2003702,Active,66,,,,36.21,,2.69,1.26,3.92,73.01,60.73,45.81,16.83,8.29,0,0,1.4,0,1.37,Active,56.68,,,verified
681,49667548,3797563,Active,46,,,,86.72,,16.09,0.92,5.56,59.33,31.21,21.78,10.52,18.65,6.34,0.71,5.58,0,4.11,Active,61.62,,,verified
682,49667558,4322160,Active,41,,,>,100,,25.91,0.84,6.54,59.59,24.78,20.45,13.11,13.92,8.74,6.12,8.16,5.51,2.08,Active,41.61,,,verified
683,49667583,1343560,Active,50,,,,77.73,,23.45,0.95,9.88,40.38,60.46,27.61,9.12,2.07,0,0,0,0,0,Active,56.34,,,verified
684,49667610,2265220,Active,63,,,,43.83,,8.84,1.18,9.92,56.14,73.96,32.67,10.52,6.22,5.64,0,0,6.09,0.69,Active,57.17,,,verified
685,49667783,5386571,Active,41,,,>,100,,66.1,0.62,6.77,36.34,38.41,26.14,28.75,5.53,0,0,6.28,0,4.11,Active,31.6,,,verified
686,49667788,3616172,Active,60,,,,50.96,,2.53,3.07,4.34,89.85,48.11,9.13,7.01,8.98,0,4.28,3.49,0,2.74,Active,31.77,,,verified
687,49667790,1921592,Active,66,,,,37.42,,1.38,2.28,2.73,87.99,65.82,31.83,1.4,1.38,0,0,0,2.03,0,Active,61.6,,,verified
688,49667811,685684,Active,70,,,,27.12,,3.24,2.32,8.94,100,66.7,60.28,0,2.76,0,0,0,0,0,Active,46.32,,,verified
689,49667876,1020489,Active,69,,,,29.32,,2.01,2.7,5.52,87.37,82.31,41.45,4.21,0.69,3.52,0,6.28,0,8.91,Active,42.28,,,verified
690,49667970,1897383,Active,79,,,,3.53,,0.17,2.95,4,96.34,96.15,91.97,100,86.13,39.47,10.2,5.44,2.75,0,Active,96.15,,,verified
691,49668152,1268999,Active,68,,,,31.43,,4.49,2.32,10.64,76.2,86.31,31.97,9.82,2.76,9.86,9.98,7.67,10.15,9.6,Active,57.53,,,verified
692,49668157,1960944,Active,67,,,,33.25,,1.9,3.54,5.08,100,81.85,24.68,10.35,0,5.38,4.76,2.72,2.06,9.01,Active,39.75,,,verified
693,49668181,1796169,Active,64,,,,42.18,,3.11,6.61,5.29,84.95,76,1.41,0,0,0,2.14,0,0,0,Active,31.98,,,verified
694,49668243,5947157,Active,61,,,,50.47,,9.02,0.96,7.2,59.85,48.86,47.92,18.93,0,6.34,0,6.28,0,0,Active,39.97,,,verified
695,49668286,6514459,Active,58,,,,55.99,,8.71,0.91,5.76,63.82,41.05,37.24,29.87,2.07,5.64,2.14,0,0.68,2.74,Active,38.25,,,verified
696,49668331,24761366,Active,78,,,,5.89,,0.34,2.75,4.7,96.17,100,88.02,86.2,58.48,9.41,4.08,0,0,0,Active,94.6,,,verified
697,49668491,5377598,Active,45,,,,90.21,,5.23,4.95,6.05,62.52,4.75,4.92,2.8,15.89,0.7,2.14,2.09,0,0,Active,34.68,,,verified
698,49668813,22333191,Active,71,,,,23.16,,2.46,1.85,7.06,79.06,90.7,53.25,18.63,11.21,8.74,0,0.68,0,0,Active,83.08,,,verified
699,49668840,6535373,Active,41,,,>,100,,54.98,0.65,5.78,38.81,40.65,26.21,7.01,5.53,10.57,10.69,3.49,2.03,4.8,Active,30.7,,,verified
700,49668883,22333190,Active,72,,,,22.04,,4.41,1.54,12.14,65.52,77.49,73.28,25.24,0.69,0,0,0,0,0,Active,82.31,,,verified
701,49668975,3802184,Active,51,,,,73.71,,22.68,0.96,10.5,46.69,63.65,13.35,9.82,8.98,7.04,7.84,2.09,2.03,4.11,Active,69.78,,,verified
702,49669235,6167394,Active,41,,,>,100,,31.42,0.93,6.65,38.88,40.78,27.61,1.4,0,3.52,0,0,0,0,Active,37.12,,,verified
703,49669238,5734058,Active,41,,,>,100,,10.55,1.28,3.26,48.19,26.46,17.56,2.1,1.38,0.7,5.7,0.7,0,4.8,Active,33.75,,,verified
704,49669342,5887564,Active,49,,,,80.67,,14.15,0.59,3.84,50.15,44.24,38.01,25.24,11.05,18.32,7.84,5.58,2.03,2.74,Active,43.81,,,verified
